category_code,brand01
electronics.video.tv,lg
appliances.kitchen.refrigerators,ava
computers.desktop,oral-b
appliances.kitchen.kettle,ava
appliances.environment.vacuum,samsung
appliances.kitchen.blender,
appliances.personal.hair_cutter,rowenta
appliances.kitchen.microwave,ava
appliances.kitchen.blender,philips
appliances.kitchen.blender,maxwell
appliances.personal.massager,polaris
,philips
,akvafor
appliances.kitchen.juicer,braun
appliances.environment.air_conditioner,ava
,sony
electronics.smartphone,samsung
electronics.audio.headphone,sony
computers.peripherals.keyboard,rapoo
,dyson
,hyperx
,apollo
stationery.paper,svetocopy
electronics.video.tv,continent
electronics.audio.headphone,xiaomi
,samsung
computers.peripherals.monitor,asus
,
stationery.cartrige,canon
electronics.audio.headphone,hyperx
appliances.kitchen.microwave,lg
electronics.audio.headphone,samsung
,xiaomi
,sony
electronics.smartphone,samsung
electronics.audio.headphone,apple
appliances.kitchen.refrigerators,ava
electronics.audio.acoustic,lg
computers.peripherals.mouse,logitech
stationery.cartrige,canon
stationery.cartrige,canon
appliances.kitchen.microwave,lg
electronics.video.tv,lg
appliances.personal.hair_cutter,rowenta
,braun
appliances.kitchen.toster,bosch
appliances.kitchen.juicer,
furniture.kitchen.table,tefal
computers.notebook,asus
computers.notebook,lenovo
,yoobao
electronics.video.tv,lg
electronics.smartphone,samsung
electronics.smartphone,samsung
electronics.smartphone,samsung
furniture.living_room.shelving,tefal
furniture.living_room.shelving,tefal
,fissman
appliances.personal.scales,ava
electronics.smartphone,samsung
electronics.smartphone,samsung
appliances.personal.scales,sencor
furniture.kitchen.table,oral-b
,samsung
,braun
medicine.tools.tonometer,philips
,huawei
appliances.ironing_board,nika
electronics.smartphone,samsung
appliances.kitchen.kettle,maxwell
appliances.kitchen.microwave,lg
appliances.kitchen.grill,tefal
electronics.smartphone,samsung
,delonghi
furniture.living_room.shelving,fissman
electronics.smartphone,xiaomi
electronics.smartphone,xiaomi
electronics.smartphone,samsung
electronics.smartphone,samsung
appliances.environment.water_heater,thermex
appliances.kitchen.blender,polaris
electronics.smartphone,huawei
,plantronics
appliances.kitchen.mixer,polaris
appliances.environment.vacuum,samsung
electronics.audio.headphone,apple
appliances.environment.fan,polaris
appliances.kitchen.microwave,ava
,neo
computers.desktop,philips
stationery.cartrige,canon
electronics.video.tv,cullmann
appliances.kitchen.refrigerators,ava
appliances.iron,philips
appliances.kitchen.microwave,ava
appliances.kitchen.kettle,vitek
stationery.cartrige,epson
electronics.telephone,panasonic
appliances.personal.scales,sencor
,xiaomi
stationery.cartrige,epson
appliances.kitchen.kettle,philips
appliances.kitchen.kettle,vitek
medicine.tools.tonometer,panasonic
electronics.smartphone,honor
,xiaomi
,xiaomi
appliances.environment.vacuum,karcher
,redmond
,bosch
,philips
appliances.environment.vacuum,samsung
electronics.audio.headphone,neo
,rowenta
appliances.kitchen.microwave,ava
electronics.smartphone,samsung
,apple
accessories.bag,transcend
electronics.audio.headphone,samsung
appliances.kitchen.blender,
apparel.glove,nintendo
electronics.smartphone,samsung
electronics.audio.headphone,xiaomi
appliances.kitchen.refrigerators,ava
electronics.audio.microphone,trust
electronics.audio.headphone,apple
computers.peripherals.mouse,genius
appliances.personal.hair_cutter,rowenta
appliances.kitchen.kettle,tefal
appliances.environment.air_heater,ava
,
electronics.smartphone,samsung
,ava
,a-case
,technodom
,vitek
computers.peripherals.camera,logitech
,samsung
appliances.personal.hair_cutter,braun
computers.notebook,asus
electronics.smartphone,samsung
electronics.smartphone,samsung
computers.desktop,philips
computers.desktop,philips
electronics.video.tv,lg
,rowenta
electronics.clocks,apple
computers.components.cpu,intel
computers.components.motherboard,asus
computers.components.memory,kingston
,xiaomi
auto.accessories.compressor,continent
appliances.kitchen.fryer,tefal
,xiaomi
,philips
electronics.smartphone,oppo
,babyliss
,
electronics.smartphone,samsung
computers.peripherals.monitor,samsung
electronics.smartphone,samsung
,ava
,ava
appliances.environment.water_heater,ariston
,none
electronics.smartphone,samsung
,xiaomi
appliances.ironing_board,perilla
,xiaomi
appliances.kitchen.kettle,braun
appliances.kitchen.microwave,ava
,pasabahce
construction.tools.screw,none
,ava
,ava
appliances.kitchen.juicer,neo
electronics.audio.headphone,xiaomi
appliances.environment.air_heater,ava
electronics.smartphone,huawei
,xiaomi
electronics.audio.headphone,logitech
appliances.kitchen.blender,
electronics.smartphone,samsung
appliances.personal.massager,beurer
appliances.kitchen.meat_grinder,aksion
electronics.smartphone,samsung
electronics.audio.headphone,huawei
electronics.video.tv,lg
computers.network.router,tp-link
appliances.kitchen.blender,polaris
apparel.trousers,ggg
,ggg
,neo
computers.peripherals.mouse,genius
computers.network.router,tp-link
electronics.audio.headphone,trust
appliances.kitchen.washer,samsung
electronics.video.tv,ava
electronics.smartphone,oppo
electronics.smartphone,samsung
electronics.smartphone,samsung
appliances.personal.scales,ava
,xiaomi
electronics.audio.headphone,
computers.notebook,lenovo
electronics.audio.headphone,apple
,tenda
stationery.battery,camelion
electronics.smartphone,samsung
appliances.iron,philips
,hansa
appliances.environment.water_heater,ariston
electronics.smartphone,huawei
,akvafor
,ava
electronics.audio.headphone,xiaomi
computers.notebook,microlab
electronics.smartphone,samsung
stationery.cartrige,samsung
electronics.smartphone,samsung
electronics.audio.headphone,apple
electronics.smartphone,huawei
computers.peripherals.mouse,delux
appliances.environment.air_conditioner,beko
appliances.environment.air_conditioner,beko
,samsung
,pastel
electronics.smartphone,samsung
appliances.environment.water_heater,thermex
appliances.kitchen.oven,beko
,xiaomi
computers.components.cooler,ship
electronics.audio.headphone,awei
,redmond
electronics.smartphone,samsung
computers.peripherals.keyboard,hyperx
,wilmax
appliances.kitchen.hood,hansa
appliances.personal.massager,gezatone
computers.notebook,hp
computers.peripherals.keyboard,bloody
electronics.audio.headphone,panasonic
furniture.kitchen.table,philips
computers.peripherals.mouse,genius
furniture.kitchen.table,
stationery.cartrige,canon
,sony
appliances.environment.vacuum,tefal
,
,akvafor
electronics.audio.microphone,trust
electronics.smartphone,samsung
stationery.cartrige,nv-print
appliances.kitchen.washer,hotpoint-ariston
computers.peripherals.mouse,logitech
electronics.audio.headphone,jbl
appliances.environment.vacuum,samsung
electronics.smartphone,honor
furniture.kitchen.table,tefal
furniture.kitchen.table,tefal
,jabra
,technodom
computers.peripherals.printer,hp
appliances.kitchen.microwave,ava
appliances.kitchen.kettle,vitek
computers.components.cpu,kenwood
appliances.kitchen.washer,lg
electronics.audio.headphone,samsung
electronics.video.tv,lg
appliances.kitchen.mixer,polaris
appliances.kitchen.hood,hansa
appliances.kitchen.mixer,maxwell
computers.notebook,asus
appliances.personal.hair_cutter,remington
computers.peripherals.monitor,lg
computers.peripherals.keyboard,
computers.peripherals.mouse,trust
computers.peripherals.mouse,
electronics.smartphone,samsung
,lg
,ava
appliances.kitchen.washer,beko
appliances.kitchen.refrigerators,beko
appliances.kitchen.microwave,ava
electronics.smartphone,samsung
appliances.personal.massager,babyliss
electronics.video.tv,samsung
electronics.clocks,apple
computers.notebook,asus
,microsoft
electronics.audio.headphone,samsung
electronics.audio.headphone,samsung
computers.gaming,hyperx
appliances.kitchen.blender,vitek
kids.skates,ninebot
electronics.video.tv,samsung
computers.notebook,microlab
computers.peripherals.keyboard,
,hansa
appliances.kitchen.kettle,bosch
computers.peripherals.monitor,samsung
computers.components.cooler,ship
appliances.kitchen.blender,braun
appliances.kitchen.kettle,redmond
appliances.kitchen.grill,delonghi
electronics.audio.headphone,sony
kids.skates,xiaomi
kids.skates,kaabo
appliances.environment.water_heater,thermex
appliances.kitchen.hood,hansa
computers.components.cooler,ship
appliances.kitchen.blender,braun
electronics.smartphone,huawei
electronics.audio.headphone,xiaomi
electronics.audio.headphone,neo
electronics.audio.headphone,neo
electronics.audio.headphone,samsung
electronics.audio.headphone,jbl
appliances.personal.scales,ava
medicine.tools.tonometer,philips
appliances.kitchen.hood,hansa
appliances.kitchen.oven,hansa
electronics.smartphone,huawei
appliances.iron,tefal
computers.network.router,mercusys
electronics.smartphone,samsung
appliances.kitchen.microwave,ava
electronics.video.tv,tcl
,xiaomi
computers.peripherals.mouse,logitech
computers.peripherals.mouse,
,deluxe
appliances.kitchen.kettle,philips
appliances.kitchen.mixer,polaris
,babyliss
appliances.personal.scales,sencor
electronics.smartphone,apple
electronics.smartphone,vivo
furniture.kitchen.table,tefal
electronics.smartphone,samsung
,panasonic
apparel.glove,sony
electronics.smartphone,samsung
,e.gov
computers.peripherals.printer,hp
appliances.personal.scales,scarlett
electronics.audio.headphone,huawei
construction.tools.screw,sbs
electronics.audio.headphone,samsung
appliances.kitchen.microwave,ava
,xiaomi
,ava
,ava
electronics.smartphone,samsung
,samsung
,borasco
appliances.environment.vacuum,tefal
electronics.smartphone,samsung
appliances.environment.air_heater,ava
appliances.personal.massager,philips
appliances.kitchen.hood,jetair
computers.notebook,satechi
computers.notebook,deepcool
,tefal
,tefal
,tefal
,tefal
appliances.environment.water_heater,midea
,activision
electronics.smartphone,samsung
electronics.smartphone,xiaomi
appliances.kitchen.washer,lg
computers.peripherals.keyboard,bloody
electronics.video.tv,samsung
appliances.environment.vacuum,karcher
electronics.audio.headphone,xiaomi
electronics.tablet,lenovo
electronics.tablet,samsung
appliances.environment.vacuum,samsung
electronics.audio.headphone,huawei
appliances.kitchen.kettle,tefal
furniture.kitchen.table,tvs
,dr.beckmann
electronics.smartphone,huawei
electronics.smartphone,huawei
electronics.tablet,prestigio
electronics.smartphone,apple
,akvafor
appliances.kitchen.kettle,ava
electronics.smartphone,apple
appliances.kitchen.blender,bosch
appliances.kitchen.hood,gorenje
appliances.kitchen.kettle,philips
,bona
electronics.audio.headphone,sony
electronics.audio.headphone,panasonic
,panasonic
,huawei
electronics.audio.microphone,trust
,panasonic
computers.peripherals.mouse,delux
stationery.paper,delux
,delonghi
accessories.bag,samsung
electronics.audio.headphone,xiaomi
stationery.cartrige,canon
computers.network.router,tp-link
,xiaomi
appliances.kitchen.kettle,ava
computers.network.router,d-link
computers.components.cpu,kenwood
,sony
computers.network.router,altel
electronics.video.tv,lg
appliances.kitchen.mixer,bosch
furniture.kitchen.table,
electronics.smartphone,samsung
appliances.kitchen.mixer,bosch
electronics.audio.headphone,sony
,philips
,samsung
computers.peripherals.mouse,logitech
stationery.cartrige,hp
electronics.smartphone,samsung
,filtero
,filtero
appliances.personal.scales,beurer
,polaris
electronics.smartphone,huawei
,
computers.peripherals.monitor,samsung
appliances.kitchen.washer,lg
,xiaomi
appliances.environment.vacuum,lg
electronics.telephone,nokia
computers.peripherals.mouse,delux
appliances.kitchen.washer,lg
appliances.environment.vacuum,bosch
electronics.smartphone,samsung
appliances.kitchen.blender,
electronics.smartphone,samsung
,polaris
,
,samsung
appliances.personal.hair_cutter,philips
appliances.personal.scales,beurer
electronics.smartphone,samsung
,neo
electronics.audio.headphone,apple
,rowenta
,ava
appliances.personal.scales,scarlett
,xiaomi
electronics.audio.headphone,xiaomi
electronics.smartphone,samsung
,filtero
appliances.environment.water_heater,ariston
,philips
,xiaomi
,ehlektrostandart
electronics.audio.headphone,xiaomi
appliances.kitchen.washer,beko
computers.network.router,tp-link
electronics.smartphone,samsung
electronics.audio.headphone,xiaomi
,technodom
furniture.kitchen.table,oral-b
electronics.tablet,samsung
,maestro
electronics.smartphone,oppo
appliances.kitchen.blender,redmond
appliances.kitchen.washer,lg
,xiaomi
appliances.kitchen.washer,bosch
electronics.smartphone,xiaomi
furniture.kitchen.table,oral-b
computers.notebook,china
